ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-100656,MER-0006,2026-04-22 19:07:00,portal,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100046883
TK-100657,MER-0010,2026-04-16 09:05:00,whatsapp,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100119943. They are in the shop now and refusing to pay again.,closed,PN100119943
TK-100658,MER-0061,2026-04-09 14:37:00,whatsapp,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,pending_merchant,
TK-100659,MER-0041,2026-04-01 15:38:00,email,Where is our payout for 01 Apr?,Good morning team. We reconciled our till this morning and the payout for 01 Apr 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,open,
TK-100660,MER-0027,2026-03-19 17:52:00,phone,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",open,PN100090131
TK-100661,MER-0029,2026-03-07 13:25:00,whatsapp,Payment declined repeatedly,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",pending_merchant,
TK-100662,MER-0046,2026-04-19 08:06:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,resolved,PN100064347
TK-100663,MER-0006,2026-03-09 06:59:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,
TK-100664,MER-0037,2026-04-17 18:37:00,email,Refund request for PN100079575,"We need to refund 19.82 on PN100079575, the goods were returned. What is the process and how long does it take to reflect?",open,PN100079575
TK-100665,MER-0012,2026-04-23 07:29:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100056985 is one example. Is there a problem on the rail side or is it us?,resolved,PN100056985
TK-100666,MER-0028,2026-03-11 11:58:00,portal,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-100667,MER-0018,2026-03-20 10:12:00,portal,Request for statement,We are changing our settlement bank. What documents do you need from us?,resolved,PN100057835
TK-100668,MER-0036,2026-03-07 11:44:00,email,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",open,
TK-100669,MER-0032,2026-03-14 06:33:00,email,Transaction PN100111843 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100111843. They are in the shop now and refusing to pay again.,closed,PN100111843
TK-100670,MER-0046,2026-04-09 14:14:00,portal,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,pending_merchant,
TK-100671,MER-0036,2026-03-13 14:42:00,email,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,resolved,PN100008422
TK-100672,MER-0044,2026-04-24 17:42:00,portal,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100146948, amount 325.03. She has been calling since yesterday.",closed,PN100146948
TK-100673,MER-0032,2026-04-24 12:46:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 24 Apr 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-100674,MER-0005,2026-04-30 13:54:00,email,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.
Sent from my mobile device",resolved,
TK-100675,MER-0001,2026-03-30 11:25:00,whatsapp,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100002462, amount 1,385.78. She has been calling since yesterday.",pending_merchant,PN100002462
TK-100676,MER-0037,2026-03-23 13:36:00,phone,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100133170
TK-100677,MER-0048,2026-03-08 10:11:00,whatsapp,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,open,PN100080140
TK-100678,MER-0060,2026-03-08 16:06:00,phone,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",open,
TK-100679,MER-0049,2026-03-17 19:33:00,whatsapp,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,PN100035329
TK-100680,MER-0033,2026-03-21 16:21:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,closed,
TK-100681,MER-0044,2026-04-23 12:17:00,portal,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,
TK-100682,MER-0007,2026-04-30 06:38:00,portal,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100036171
TK-100683,MER-0047,2026-03-23 18:44:00,email,Refund request for PN100032823,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100032823, amount 116.05. She has been calling since yesterday.",closed,PN100032823
TK-100684,MER-0061,2026-04-08 06:36:00,portal,Where is our payout for 08 Apr?,Good morning team. We reconciled our till this morning and the payout for 08 Apr 2026 has still not hit our FCA account. Our records show 9.85 collected. Please advise when we should expect it.,pending_merchant,PN100100766
TK-100685,MER-0050,2026-03-01 09:18:00,whatsapp,Settlement not received for 01 Mar,Good morning team. We reconciled our till this morning and the payout for 01 Mar 2026 has still not hit our FCA account. Our records show 4.17 collected. Please advise when we should expect it.,closed,PN100018865
TK-100686,MER-0037,2026-03-03 12:48:00,portal,Customer double charged,"We need to refund 160.69 on PN100058175, the goods were returned. What is the process and how long does it take to reflect?",open,PN100058175
TK-100687,MER-0020,2026-03-31 16:35:00,portal,Where is our payout for 31 Mar?,Good morning team. We reconciled our till this morning and the payout for 31 Mar 2026 has still not hit our FCA account. Our records show 39.55 collected. Please advise when we should expect it.,resolved,PN100132798
TK-100688,MER-0015,2026-04-25 16:48:00,email,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,open,
TK-100689,MER-0056,2026-04-08 11:09:00,whatsapp,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,PN100054637
TK-100690,MER-0030,2026-04-03 18:37:00,email,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100171333, amount 3.13. She has been calling since yesterday.",resolved,PN100171333
TK-100691,MER-0005,2026-04-15 08:01:00,portal,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100056929, amount 22.26. She has been calling since yesterday.",pending_merchant,PN100056929
TK-100692,MER-0034,2026-04-14 08:42:00,portal,Request for statement,Please add our new finance officer to the merchant portal with view only access.,pending_merchant,PN100104971
TK-100693,MER-0006,2026-03-20 17:46:00,portal,Transaction n/a failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,resolved,
TK-100694,MER-0046,2026-04-18 17:01:00,email,Settlement not received for 18 Apr,Good morning team. We reconciled our till this morning and the payout for 18 Apr 2026 has still not hit our FCA account. Our records show 62.41 collected. Please advise when we should expect it.,resolved,PN100018899
TK-100695,MER-0029,2026-03-15 17:13:00,whatsapp,Please reverse duplicate charge,"We need to refund 130.09 on PN100058632, the goods were returned. What is the process and how long does it take to reflect?",open,PN100058632
TK-100696,MER-0020,2026-03-13 06:48:00,email,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100032330
TK-100697,MER-0035,2026-03-23 06:30:00,email,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,pending_merchant,PN100068087
TK-100698,MER-0045,2026-03-30 12:52:00,portal,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100167370 is one example. Is there a problem on the rail side or is it us?,closed,PN100167370
TK-100699,MER-0020,2026-03-06 16:30:00,phone,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100147170
TK-100700,MER-0011,2026-03-14 08:05:00,email,Where is our payout for 14 Mar?,Good morning team. We reconciled our till this morning and the payout for 14 Mar 2026 has still not hit our FCA account. Our records show 9.52 collected. Please advise when we should expect it.,pending_merchant,PN100010412
TK-100701,MER-0028,2026-03-17 08:17:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,open,
TK-100702,MER-0049,2026-04-19 11:34:00,email,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,PN100176961
TK-100703,MER-0035,2026-04-06 16:56:00,whatsapp,Request for statement,Please add our new finance officer to the merchant portal with view only access.,closed,PN100047010
TK-100704,MER-0051,2026-03-29 16:56:00,email,Customer double charged,"We need to refund 73.61 on PN100093143, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100093143
TK-100705,MER-0055,2026-03-31 09:10:00,email,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100111208, amount 24.72. She has been calling since yesterday.",resolved,PN100111208
TK-100706,MER-0058,2026-04-21 18:31:00,email,Where is our payout for 21 Apr?,"We have not received settlement for 21 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",pending_merchant,
TK-100707,MER-0037,2026-03-08 14:31:00,email,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,resolved,PN100132580
TK-100708,MER-0043,2026-03-09 09:19:00,whatsapp,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,PN100005862
TK-100709,MER-0034,2026-04-13 18:56:00,email,Where is our payout for 13 Apr?,"We have not received settlement for 13 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100079487
TK-100710,MER-0038,2026-04-02 10:44:00,email,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100166270. They are in the shop now and refusing to pay again.,resolved,PN100166270
TK-100711,MER-0026,2026-04-06 13:44:00,email,How do we handle the pending status?,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,PN100130706
TK-100712,MER-0035,2026-04-02 13:36:00,whatsapp,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,pending_merchant,PN100061801
TK-100713,MER-0045,2026-04-14 14:52:00,phone,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,PN100029654
TK-100714,MER-0039,2026-04-03 10:41:00,email,Customer payment failed but was debited,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",pending_merchant,
TK-100715,MER-0023,2026-04-27 11:33:00,portal,Please reverse duplicate charge,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100160101, amount 19.16. She has been calling since yesterday.
Sent from my mobile device",resolved,PN100160101
TK-100716,MER-0036,2026-04-28 06:09:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,PN100035821
TK-100717,MER-0037,2026-03-16 15:10:00,email,Where is our payout for 16 Mar?,"We have not received settlement for 16 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100067496
TK-100718,MER-0032,2026-03-29 07:38:00,whatsapp,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100113411, amount 5.13. She has been calling since yesterday.",pending_merchant,PN100113411
TK-100719,MER-0032,2026-03-29 12:47:00,phone,Request for statement,We are changing our settlement bank. What documents do you need from us?,resolved,PN100151245
TK-100720,MER-0016,2026-03-16 07:41:00,email,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,PN100147668
TK-100721,MER-0052,2026-04-09 13:39:00,portal,Add a user to our portal,Kindly send the statement for last month in Excel rather than PDF.,resolved,PN100037518
TK-100722,MER-0006,2026-04-25 10:05:00,whatsapp,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 3.68. Ref PN100072114.",pending_merchant,PN100072114
TK-100723,MER-0038,2026-04-23 18:19:00,whatsapp,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100035337. Can you block that payer and advise on next steps?",pending_merchant,PN100035337
TK-100724,MER-0016,2026-03-23 18:43:00,email,Where is our payout for 23 Mar?,Good morning team. We reconciled our till this morning and the payout for 23 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,resolved,
TK-100725,MER-0006,2026-03-28 19:56:00,whatsapp,Funds still not in our account,"We have not received settlement for 28 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",open,PN100146914
TK-100726,MER-0061,2026-03-08 08:17:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,closed,
TK-100727,MER-0011,2026-03-28 19:51:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,closed,
TK-100728,MER-0001,2026-04-13 06:07:00,whatsapp,Request for statement,We are changing our settlement bank. What documents do you need from us?,open,
TK-100729,MER-0028,2026-04-14 19:51:00,email,Refund request for n/a,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",resolved,
TK-100730,MER-0003,2026-03-14 17:21:00,portal,Transaction PN100171880 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100171880. They are in the shop now and refusing to pay again.,pending_merchant,PN100171880
TK-100731,MER-0041,2026-03-23 17:37:00,whatsapp,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100092489. Can you block that payer and advise on next steps?",closed,PN100092489
TK-100732,MER-0019,2026-04-04 18:20:00,email,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,closed,
TK-100733,MER-0023,2026-03-23 15:14:00,portal,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",open,
TK-100734,MER-0058,2026-04-24 13:07:00,email,Refund request for PN100134914,"We need to refund 789.70 on PN100134914, the goods were returned. What is the process and how long does it take to reflect?",open,PN100134914
TK-100735,MER-0058,2026-04-23 14:03:00,email,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100078661
TK-100736,MER-0054,2026-03-31 17:44:00,whatsapp,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100055344. Can you block that payer and advise on next steps?",resolved,PN100055344
TK-100737,MER-0056,2026-03-04 15:23:00,whatsapp,Request for statement,Please add our new finance officer to the merchant portal with view only access.,open,PN100051616
TK-100738,MER-0006,2026-03-17 13:06:00,email,Where is our payout for 17 Mar?,Good morning team. We reconciled our till this morning and the payout for 17 Mar 2026 has still not hit our FCA account. Our records show 6.82 collected. Please advise when we should expect it.,open,PN100024841
TK-100739,MER-0003,2026-04-27 13:53:00,portal,Request for fee breakdown,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,resolved,PN100115772
TK-100740,MER-0006,2026-03-26 13:31:00,portal,Request for fee breakdown,"Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.
Sent from my mobile device",open,PN100138167
TK-100741,MER-0010,2026-03-05 14:03:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100029066 is one example. Is there a problem on the rail side or is it us?,closed,PN100029066
TK-100742,MER-0041,2026-04-02 11:23:00,portal,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100173577. They are in the shop now and refusing to pay again.,open,PN100173577
TK-100743,MER-0043,2026-03-15 15:56:00,portal,Transaction PN100042539 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100042539. They are in the shop now and refusing to pay again.,open,PN100042539
TK-100744,MER-0029,2026-03-09 16:48:00,portal,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100118587
TK-100745,MER-0025,2026-03-25 12:14:00,email,Funds still not in our account,"We have not received settlement for 25 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100004140
TK-100746,MER-0010,2026-03-08 19:59:00,email,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100026436
TK-100747,MER-0061,2026-04-03 06:48:00,whatsapp,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100060754. Can you block that payer and advise on next steps?",closed,PN100060754
TK-100748,MER-0003,2026-03-13 19:48:00,portal,Request for fee breakdown,"Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.
Sent from my mobile device",open,PN100027015
TK-100749,MER-0062,2026-03-28 11:32:00,email,Refund request for PN100031954,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100031954, amount 131.83. She has been calling since yesterday.",closed,PN100031954
TK-100750,MER-0059,2026-03-25 17:39:00,portal,Settlement not received for 25 Mar,Good morning team. We reconciled our till this morning and the payout for 25 Mar 2026 has still not hit our FCA account. Our records show 1.81 collected. Please advise when we should expect it.,closed,PN100003572
TK-100751,MER-0058,2026-04-07 07:35:00,portal,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100053930. Can you block that payer and advise on next steps?",closed,PN100053930
TK-100752,MER-0049,2026-03-31 07:25:00,portal,Transaction PN100049142 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100049142. They are in the shop now and refusing to pay again.,resolved,PN100049142
TK-100753,MER-0027,2026-03-03 09:17:00,email,Settlement not received for 03 Mar,Good morning team. We reconciled our till this morning and the payout for 03 Mar 2026 has still not hit our FCA account. Our records show 37.46 collected. Please advise when we should expect it.,pending_merchant,PN100030029
TK-100754,MER-0051,2026-03-06 06:46:00,portal,Settlement not received for 06 Mar,Good morning team. We reconciled our till this morning and the payout for 06 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,open,
TK-100755,MER-0039,2026-04-06 13:19:00,portal,Refund request for PN100019648,"We need to refund 126.66 on PN100019648, the goods were returned. What is the process and how long does it take to reflect?
Sent from my mobile device",closed,PN100019648
TK-100756,MER-0002,2026-03-24 16:21:00,portal,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100089863 is one example. Is there a problem on the rail side or is it us?,open,PN100089863
TK-100757,MER-0050,2026-03-04 09:29:00,whatsapp,Request for statement,Kindly send the statement for last month in Excel rather than PDF.,resolved,PN100088830
TK-100758,MER-0048,2026-04-13 11:56:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,PN100162561
TK-100759,MER-0030,2026-03-29 15:47:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 29 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-100760,MER-0046,2026-04-17 17:32:00,email,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,resolved,
TK-100761,MER-0030,2026-03-13 10:43:00,phone,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100000260. They are in the shop now and refusing to pay again.,closed,PN100000260
TK-100762,MER-0062,2026-04-03 10:58:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,closed,PN100114534
TK-100763,MER-0038,2026-04-26 10:06:00,email,Refund request for n/a,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,
TK-100764,MER-0026,2026-04-28 07:27:00,whatsapp,Payment declined repeatedly,"Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.
Sent from my mobile device",open,
TK-100765,MER-0038,2026-03-15 16:31:00,email,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,
TK-100766,MER-0012,2026-04-12 10:12:00,email,Transaction PN100137684 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100137684. They are in the shop now and refusing to pay again.,closed,PN100137684
TK-100767,MER-0020,2026-03-21 12:34:00,email,How do we handle the pending status?,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,PN100048487
TK-100768,MER-0004,2026-04-14 13:57:00,email,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100145393. They are in the shop now and refusing to pay again.,closed,PN100145393
TK-100769,MER-0018,2026-03-31 07:48:00,email,Add a user to our portal,Kindly send the statement for last month in Excel rather than PDF.,resolved,
TK-100770,MER-0054,2026-03-30 19:24:00,whatsapp,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",closed,
TK-100771,MER-0020,2026-04-10 15:08:00,email,Refund request for PN100068186,"We need to refund 10.90 on PN100068186, the goods were returned. What is the process and how long does it take to reflect?",open,PN100068186
TK-100772,MER-0031,2026-03-07 06:52:00,email,Please reverse duplicate charge,"We need to refund 158.33 on PN100069733, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,PN100069733
TK-100773,MER-0039,2026-04-08 09:29:00,portal,Customer double charged,"We need to refund 14.49 on PN100101027, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100101027
TK-100774,MER-0042,2026-04-19 19:46:00,email,Request for statement,We are changing our settlement bank. What documents do you need from us?,closed,PN100074210
TK-100775,MER-0056,2026-04-25 07:17:00,whatsapp,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,pending_merchant,
TK-100776,MER-0007,2026-04-14 15:57:00,email,Settlement not received for 14 Apr,Good morning team. We reconciled our till this morning and the payout for 14 Apr 2026 has still not hit our FCA account. Our records show 180.57 collected. Please advise when we should expect it.,closed,PN100109399
TK-100777,MER-0022,2026-03-31 07:44:00,whatsapp,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 31 Mar 2026 has still not hit our FCA account. Our records show 27.32 collected. Please advise when we should expect it.,closed,PN100049629
TK-100778,MER-0019,2026-03-15 14:14:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100141070 is one example. Is there a problem on the rail side or is it us?,closed,PN100141070
TK-100779,MER-0017,2026-03-13 07:16:00,portal,Request for statement,Kindly send the statement for last month in Excel rather than PDF.,closed,
TK-100780,MER-0056,2026-03-24 08:14:00,portal,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 2.12. Ref PN100095343.",pending_merchant,PN100095343
TK-100781,MER-0039,2026-03-03 08:27:00,whatsapp,Funds still not in our account,"We have not received settlement for 03 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",pending_merchant,PN100117699
TK-100782,MER-0043,2026-03-13 08:23:00,portal,Refund request for PN100146990,"We need to refund 24.26 on PN100146990, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100146990
TK-100783,MER-0039,2026-03-28 14:57:00,email,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,
TK-100784,MER-0011,2026-03-27 06:08:00,whatsapp,Refund request for PN100117557,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100117557, amount 58.05. She has been calling since yesterday.",resolved,PN100117557
TK-100785,MER-0048,2026-04-12 14:56:00,phone,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100107583
TK-100786,MER-0030,2026-03-17 06:29:00,whatsapp,Transaction PN100133004 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100133004. They are in the shop now and refusing to pay again.,pending_merchant,PN100133004
TK-100787,MER-0042,2026-03-29 12:04:00,whatsapp,Payment declined repeatedly,"A customer tried to pay 1.86 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100107367. Please reverse or confirm.",pending_merchant,PN100107367
TK-100788,MER-0015,2026-04-14 19:49:00,whatsapp,Please reverse duplicate charge,"We need to refund 31.98 on PN100090006, the goods were returned. What is the process and how long does it take to reflect?",closed,PN100090006
TK-100789,MER-0008,2026-03-01 10:17:00,portal,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,
TK-100790,MER-0001,2026-03-02 19:22:00,portal,Request for statement,Please add our new finance officer to the merchant portal with view only access.,open,PN100090539
TK-100791,MER-0048,2026-03-26 13:51:00,phone,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,resolved,
TK-100792,MER-0007,2026-03-19 09:26:00,whatsapp,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,open,PN100103726
TK-100793,MER-0031,2026-03-12 14:17:00,whatsapp,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,
TK-100794,MER-0028,2026-04-25 09:08:00,portal,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,PN100049886
TK-100795,MER-0017,2026-03-24 13:40:00,phone,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100122120 is one example. Is there a problem on the rail side or is it us?,pending_merchant,PN100122120
TK-100796,MER-0055,2026-04-28 17:27:00,portal,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100126125. Can you block that payer and advise on next steps?",closed,PN100126125
TK-100797,MER-0015,2026-03-20 16:22:00,whatsapp,Settlement not received for 20 Mar,"Hie, kindly confirm status of our settlement. Amount expected is around n/a. Ref not recorded.",closed,
TK-100798,MER-0018,2026-03-21 10:49:00,whatsapp,Transaction PN100118175 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100118175 is one example. Is there a problem on the rail side or is it us?,resolved,PN100118175
TK-100799,MER-0051,2026-04-11 12:21:00,email,Customer payment failed but was debited,"A customer tried to pay 411.26 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100038107. Please reverse or confirm.",resolved,PN100038107
TK-100800,MER-0024,2026-04-27 16:48:00,whatsapp,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,resolved,
TK-100801,MER-0062,2026-04-25 10:15:00,portal,How do we handle the pending status?,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,
TK-100802,MER-0017,2026-04-24 18:47:00,phone,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100098092 is one example. Is there a problem on the rail side or is it us?,closed,PN100098092
